Site_Id,Unit_Id,Read_Date,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp-Celsius,Air Temp (?F),Time (24:00),Field_Tech,DateVerified,WhoVerified,AirTemp (C),Year
D,,11/12/2013,0,,6,0.8,1.1,12,,54,0:00,Not Recorded,,,12.22222222,2013
D,,11/19/2013,0,9.6,6.5,1.2,1.2,12,,52,0:00,Not Recorded,,,11.11111111,2013
D,,12/4/2013,0,,6.5,1.2,1.2,10,,51,0:00,Not Recorded,,,10.55555556,2013
D,,12/11/2013,0,8.65,6.5,0.8,0.8,8,,38,0:00,Not Recorded,,,3.333333333,2013
Bay,,1/10/2013,0,8.5,7,0.4,0.5,9,,48,0:00,S. Poe,,,8.888888889,2013
Bay,,1/24/2013,0,8.7,7,0.1,0.4,3,,32,0:00,S. Poe,,,0,2013
Bay,,2/14/2013,0,7.7,7,0.7,2.5,9,,45,0:00,S. Poe,,,7.222222222,2013
Bay,,2/28/2013,0,8.5,7,0.2,0.7,10,,48,0:00,S. Poe,,,8.888888889,2013
Bay,,3/13/2013,,10,7.5,0.2,0.6,11,,45,0:00,S. Poe,,,7.222222222,2013
Bay,,3/28/2013,0,10,7,0.2,0.3,8,,48,0:00,S. Poe,,,8.888888889,2013
Bay,,4/11/2013,0,8,7,0.3,0.9,20,,64,0:00,S. Poe,,,17.77777778,2013
Bay,,4/26/2013,0,8.9,7,0.2,0.2,14,,54,0:00,S. Poe,,,12.22222222,2013
Bay,,5/8/2013,0,8.2,7,0.3,0.7,19,,67,0:00,S. Poe,,,19.44444444,2013
Bay,,5/25/2013,0,6.1,7.5,0.4,0.9,24,,72,0:00,S. Poe,,,22.22222222,2013
Bay,,6/13/2013,0,6.9,7.5,0.5,0.7,26,,81,0:00,S. Poe,,,27.22222222,2013
Bay,,6/25/2013,0,6.7,7.5,0.4,0.9,26,,78,0:00,S. Poe,,,25.55555556,2013
Bay,,7/11/2013,0,6.8,7.5,0.5,0.9,26,,81,0:00,S. Poe,,,27.22222222,2013
Bay,,7/25/2013,0,5.9,8,0.5,0.8,26,,72,0:00,S. Poe,,,22.22222222,2013
Bay,,8/8/2013,0,6.8,8.5,0.5,0.8,24,,79,0:00,S. Poe,,,26.11111111,2013
Bay,,8/22/2013,0,6,8.5,0.5,0.7,26,,78,0:00,S. Poe,,,25.55555556,2013
Bay,,9/12/2013,0,4.3,8,0.5,0.8,25,,75,N/A,S. Poe,,,23.88888889,2013
Bay,,9/26/2013,0,6.1,8.5,0.3,0.4,19,,69,0:00,S. Poe,,,20.55555556,2013
Bay,,10/22/2013,0,7.9,7,0.7,0.8,16,,58,0:00,S. Poe,,,14.44444444,2013
Bay,,11/12/2013,0,9.8,7.5,0.4,0.6,11,,54,0:00,S. Poe,,,12.22222222,2013
Bay,,11/19/2013,0,7.1,7,0.3,0.5,12,,52,0:00,S. Poe,,,11.11111111,2013
Bay,,12/4/2013,0,7,7.5,0.2,0.5,11,,50,0:00,S. Poe,,,10,2013
Bay,,12/11/2013,0,8.35,7,0.2,0.5,8,,38,0:00,S. Poe,,,3.333333333,2013
A,,1/3/2014,0,,6.5,0.6,0.9,6,,26,11:25,S. Poe,3/27/2014,Karen Beatty,-3.333333333,2014
B,,1/3/2014,0,,6,0.3,0.3,5,,26,11:35,S. Poe,3/27/2014,Karen Beatty,-3.333333333,2014
D,,1/3/2014,0,7.9,6.5,1.1,1.2,5,,26,10:45,S. Poe,3/27/2014,Karen Beatty,-3.333333333,2014
Bay,,1/3/2014,0,7.3,7,0.1,0.4,5,,26,10:15,S. Poe,3/27/2014,Karen Beatty,-3.333333333,2014
A,,1/14/2014,0,6.8,6.5,0.5,0.5,11,,53,10:20,S. Poe,3/27/2014,Karen Beatty,11.66666667,2014
B,,1/14/2014,0,6.2,6.5,0.4,0.4,,,53,10:45,S. Poe,3/27/2014,Karen Beatty,11.66666667,2014
D,,1/14/2014,0,,6.5,1,1.4,11,,53,11:10,S. Poe,3/27/2014,Karen Beatty,11.66666667,2014
Bay,,1/14/2014,0,8.7,7,0.4,0.6,11,,53,09:45,S. Poe,3/27/2014,Karen Beatty,11.66666667,2014
A,,2/11/2014,0,,6.5,0.5,0.9,1,,29,10:40,S. Poe,3/27/2014,Karen Beatty,-1.666666667,2014
B,,2/11/2014,0,,7,0.3,0.3,4,,29,10:10,S. Poe,3/27/2014,Karen Beatty,-1.666666667,2014
D,,2/11/2014,0,10,6.5,0.8,1.4,2,,29,,S. Poe,3/27/2014,Karen Beatty,-1.666666667,2014
Bay,,2/11/2014,0,8.8,7,0.2,0.2,3,,29,09:30,S. Poe,3/27/2014,Karen Beatty,-1.666666667,2014
A,,2/25/2014,0,6,6.5,0.3,0.5,9,,41,10:30,S. Poe,3/27/2014,Karen Beatty,5,2014
B,,2/25/2014,0,8.1,7,0.3,0.3,8,,41,11:00,S. Poe,3/27/2014,Karen Beatty,5,2014
D,,2/25/2014,0,,6.5,0.7,1.2,9,,41,11:20,S. Poe,3/27/2014,Karen Beatty,5,2014
Bay,,2/25/2014,0,6.9,7,0.3,0.5,9,,41,09:30,S. Poe,3/27/2014,Karen Beatty,5,2014
Bay,,3/12/2014,0,8.2,7.5,0.2,0.5,14,,57,09:45,S. Poe,3/27/2014,Karen Beatty,13.88888889,2014
D,,3/12/2014,0,8.2,6,1.2,1.4,14,,54,10:45,S. Poe,3/27/2014,Karen Beatty,12.22222222,2014
B,,3/12/2014,0,,7,0.3,0.3,14.5,,54,10:40,S. Poe,3/27/2014,Karen Beatty,12.22222222,2014
A,,3/12/2014,0,,6.5,0.5,0.7,13,,54,10:50,S. Poe,3/27/2014,Karen Beatty,12.22222222,2014
Bay,,3/27/2014,0,10,7,0.2,0.3,4,,40,09:45,S. Poe,3/27/2014,Karen Beatty,4.444444444,2014
A,,3/27/2014,0,,7,0.1,0.5,7,,40,10:55,S. Poe,3/27/2014,Karen Beatty,4.444444444,2014
B,,3/27/2014,0,,7,0.4,0.4,5,,40,10:25,S. Poe,3/27/2014,Karen Beatty,4.444444444,2014
D,,3/27/2014,0,,6.5,1.5,1.6,6,,40,10:15,S. Poe,3/27/2014,Karen Beatty,4.444444444,2014
A,,4/10/2014,0,,6.5,0,0.4,17,,54,10:45,S. Poe,4/14/2014,Karen Beatty,12.22222222,2014
B,,4/10/2014,0,,7,0.3,0.3,15,,54,10:35,S. Poe,4/14/2014,Karen Beatty,12.22222222,2014
D,,4/10/2014,0,8.2,6.5,0.9,1.6,16,,53,10:15,S. Poe,4/14/2014,Karen Beatty,11.66666667,2014
Bay,,4/10/2014,0,9,7.5,0.4,0.7,,,52,09:45,S. Poe,4/14/2014,Karen Beatty,11.11111111,2014
Bay,,5/7/2014,0,6.8,7,0.5,0.9,18,,60,09:45,Sue Poe,5/16/2014,K Beatty,15.55555556,2014
A,,5/7/2014,0,,6.5,0,0.9,19,,60,10:50,S. Poe,5/16/2014,K. Beatty,15.55555556,2014
B,,5/7/2014,0,,7,0.1,0.2,18,,60,10:37,S. Poe,5/16/2014,K. Beatty,15.55555556,2014
D,,5/7/2014,0,6.6,6.5,0.5,1.5,19,,60,10:15,S. Poe,5/16/2014,K. Beatty,15.55555556,2014
Bay,,5/20/2014,0,7.3,7.5,0.4,0.5,18,,67,09:50,S. Poe,5/21/2014,K Beatty,19.44444444,2014
A,,5/20/2014,0,3,6.5,0.2,0.3,21,,67,10:25,S. Poe,5/21/2014,K Beatty,19.44444444,2014
B,,5/20/2014,0,3.86,7.5,0.5,0.5,20,,68,10:50,S. Poe,5/21/2014,K Beatty,20,2014
D,,5/20/2014,0,,6.5,0.5,1.4,21,,68,,S. Poe,5/21/2014,K Beatty,20,2014
Bay,01CSV,6/10/2014,0,5.4,7,0.4,0.8,15,22,72,9:45,Sue Poe,6/16/2014,Trenton Miller,22.22222222,2014
A,01CSV,6/10/2014,0,0,7,0.5,0.7,27,23,74,11:00,Sue Poe,6/23/2014,Trenton Miller,23.33333333,2014
B,01CSV,6/10/2014,0,0,8,0.3,0.3,27,74,23,10:50,Sue Poe,6/23/2014,Trenton Miller,-5,2014
C,01CSV,6/10/2014,0,4.3,7,0.8,1.3,27,74,23,10:35,Sue Poe,6/23/2014,Trenton Miller,-5,2014
A,,6/24/2014,0,4,7,0.6,0.6,25,,78,10:30,Sue Poe,7/10/2014,Rebecca Walawender,25.55555556,2014
B,,6/24/2014,0,6,7,0.1,0.1,27,,78,10:50,Sue Poe,7/10/2014,Rebecca Walawender,25.55555556,2014
D,,6/24/2014,0,,7,0.7,1.2,28,,78,11:15,Sue Poe,7/10/2014,Rebecca Walawender,25.55555556,2014
Bay,,6/24/2014,0,4.2,8,0.4,0.6,24,,78,9:45,Sue Poe,7/10/2014,Rebecca Walawender,25.55555556,2014
A,,7/8/2014,0,,7.5,0.6,0.8,29,,83,10:50,Sue Poe,7/10/2014,Rebecca Walawender,28.33333333,2014
B,,7/8/2014,0,,7.5,0.1,0.1,28,,83,10:35,Sue Poe,7/10/2014,Rebecca Walawender,28.33333333,2014
D,,7/8/2014,0,5.8,6.5,1,1.3,28,,83,10:15,Sue Poe,7/10/2014,Rebecca Walawender,28.33333333,2014
Bay,,7/8/2014,0,4.2,7.5,0.5,0.8,25,,83,9:45,Sue Poe,7/10/2014,Rebecca Walawender,28.33333333,2014
Bay,,7/22/2014,0,3.7,7.5,0.4,0.6,26,,80,9:35,Sue Poe,7/24/2014,Rebecca Walawender,26.66666667,2014
A,,7/22/2014,0,,6.5,0.5,0.8,27,,80,10:40,Sue Poe,7/24/2014,Rebecca Walawender,26.66666667,2014
B,,7/22/2014,0,,7.5,0.1,0.1,28,,80,10:30,Sue Poe,7/24/2014,Rebecca Walawender,26.66666667,2014
D,,7/22/2014,0,5.3,7,0.8,1.3,27,,80,10:05,Sue Poe,7/24/2014,Rebecca Walawender,26.66666667,2014
Bay,,8/12/2014,0,3.9,8,4.5,7.5,25,,79,9:40,Sue Poe,8/13/2014,Rebecca Walawender,26.11111111,2014
D,,8/12/2014,0,,7,0.8,1.6,26,,80,11:07,Sue Poe,8/13/2014,Rebecca Walawender,26.66666667,2014
A,,8/12/2014,0,3,8,0.1,0.1,26,,80,10:45,Sue Poe,8/13/2014,Rebecca Walawender,26.66666667,2014
B,,8/12/2014,0,2.4,6.5,0.5,0.8,26,,80,10:25,Sue Poe,8/13/2014,Rebecca Walawender,26.66666667,2014
A,,8/28/2014,0,,7,0.7,0.7,27,,79,10:37,Sue Poe,9/11/2014,Rebecca Walawender,26.11111111,2014
D,,8/28/2014,0,5.3,6.5,1,1.5,25,,78,10:15,Sue Poe,9/11/2014,Rebecca Walawender,25.55555556,2014
Bay,,8/28/2014,0,3.9,8.5,0.35,0.45,24,,78,9:45,Sue Poe,9/11/2014,Rebecca Walawender,25.55555556,2014
A,,9/10/2014,0,4.6,6.5,0.4,0.4,24,,75,10:45,Sue Poe,9/11/2014,Rebecca Walawender,23.88888889,2014
B,,9/10/2014,0,3.7,6.5,0.2,0.2,25,,75,10:30,Sue Poe,9/11/2014,Rebecca Walawender,23.88888889,2014
D,,9/10/2014,0,,6.5,1.3,1.3,24,,75,10:15,Sue Poe,9/11/2014,Rebecca Walawender,23.88888889,2014
Bay,,9/10/2014,0,2.7,7.5,0.5,0.8,24,,75,9:35,Sue Poe,9/11/2014,Rebecca Walawender,23.88888889,2014
Bay,,9/23/2014,0,7,8,0.4,0.6,20,,63,9:40,Sue Poe,9/25/2014,Rebecca Walawender,17.22222222,2014
A,,9/23/2014,0,,6,0.3,0.6,22,,63,10:40,Sue Poe,9/25/2014,Rebecca Walawender,17.22222222,2014
B,,9/23/2014,0,,7,0.01,0.01,18,,63,10:30,Sue Poe,9/25/2014,Rebecca Walawender,17.22222222,2014
D,,9/23/2014,0,6.3,,1,1.3,20,,63,10:10,Sue Poe,9/25/2014,Rebecca Walawender,17.22222222,2014
A,,10/7/2014,0,6.4,7,0.3,0.3,20,,67,11:00,S. Poe,10/14/2014,Rebecca Walawender,19.44444444,2014
B,,10/7/2014,0,5.9,7,0.1,0.1,17,,67,10:15,S. Poe,10/14/2014,Rebecca Walawender,19.44444444,2014
D,,10/7/2014,0,,6,1.45,1.45,20,,67,11:20,S. Poe,10/14/2014,Rebecca Walawender,19.44444444,2014
Bay,,10/7/2014,0,6,7.5,0.65,0.9,,,65,9:45,S. Poe,10/14/2014,Rebecca Walawender,18.33333333,2014
A,,10/21/2014,0,,6.5,0.3,0.6,18,,68,10:45,Sue Poe,10/21/2014,Rebecca Walawender,20,2014
B,,10/21/2014,0,,7.5,0.1,0.1,,,68,10:35,Sue Poe,10/21/2014,Rebecca Walawender,20,2014
D,,10/21/2014,0,7.6,6,1.3,1.3,18,,68,10:15,Sue Poe,10/21/2014,Rebecca Walawender,20,2014
Bay,,10/21/2014,0,6.5,7.5,0.4,0.7,16.5,,68,9:45,Sue Poe,10/21/2014,Rebecca Walawender,20,2014
Bay,,11/13/2014,0,7,7,0.3,0.4,13,,51,9:45,Sue Poe,11/18/2014,Rebecca Walawender,10.55555556,2014
A,,11/13/2014,0,7.2,6.5,0.3,0.3,14,,51,10:45,Sue Poe,11/18/2014,Rebecca Walawender,10.55555556,2014
B,,11/13/2014,0,6.2,7.5,0.15,0.15,13,,51,11:15,Sue Poe,11/18/2014,Rebecca Walawender,10.55555556,2014
D,,11/13/2014,0,,6.5,0.12,0.12,14,,51,11:45,Sue Poe,11/18/2014,Rebecca Walawender,10.55555556,2014
Bay,,12/2/2014,0,9.8,7,0.4,0.6,11,,48,9:30,Sue Poe,12/4/2014,Rebecca Walawender,8.888888889,2014
A,,12/2/2014,0,,7,0.6,0.9,10,,48,10:50,Sue Poe,12/4/2014,Rebecca Walawender,8.888888889,2014
B,,12/2/2014,0,,6.5,0.3,0.3,10,,48,10:35,Sue Poe,12/2/2014,Rebecca Walawender,8.888888889,2014
D,,12/2/2014,0,9.7,6,1.2,1.2,10,,48,10:05,Sue Poe,12/4/2014,Rebecca Walawender,8.888888889,2014
Bay,,12/19/2014,0,7.6,9,0.5,0.5,11,,42,9:45,Sue Poe,1/13/2015,Rebecca Walawender,5.555555556,2014
A,,12/19/2014,0,7.3,7,0.6,1,7,,42,11:00,Sue Poe,1/13/2015,Rebecca Walawender,5.555555556,2014
B,,12/19/2014,0,6.3,6.5,0.15,0.15,7,,42,10:00,Sue Poe,1/13/2015,Rebecca Walawender,5.555555556,2014
D,,12/19/2014,0,,7,1.1,1.1,7,,42,10:25,Sue Poe,1/13/2015,Rebecca Walawender,5.555555556,2014
Bay,,1/6/2015,0,8.9,7,0.4,0.6,9,,38,9:45,Sue Poe,1/13/2015,Rebecca Walawender,3.333333333,2015
A,,1/6/2015,0,,6.5,0.7,0.7,9,,38,11:10,Sue Poe,1/13/2015,Rebecca Walawender,3.333333333,2015
B,,1/6/2015,0,,7,0.3,0.3,8,,38,11:00,Sue Poe,1/13/2015,Rebecca Walawender,3.333333333,2015
D,,1/6/2015,0,9,6.5,1.3,1.5,9,,38,10:30,Sue Poe,1/13/2015,Rebecca Walawender,3.333333333,2015
Bay,,1/20/2015,0,8.3,7,0.2,0.6,7,,44,9:45,Sue Poe,2/10/2015,Karen Callaway,6.666666667,2015
A,,1/20/2015,0,,6.5,0.5,1,8,,44,10:50,Sue Poe,2/10/2015,Karen Callaway,6.666666667,2015
B,,1/20/2015,0,,7,0.2,0.2,7,,44,10:40,Sue Poe,2/10/2015,Karen Callaway,6.666666667,2015
D,,1/20/2015,0,9,6.5,1,1.4,8,,45,10:10,Sue Poe,2/10/2015,Karen Callaway,7.222222222,2015
Bay,,2/3/2015,0,10,,0.4,0.6,,,31,9:20,Sue Poe,2/10/2015,Karen Callaway,-0.555555556,2015
A,,2/3/2015,0,9.7,6.5,0.4,0.5,3,,32,10:30,Sue Poe,2/10/2015,Karen Callaway,0,2015
B,,2/3/2015,0,7.6,6.5,0.3,0.3,3,,35,10:57,Sue Poe,2/10/2015,Karen Callaway,1.666666667,2015
D,,2/3/2015,0,,6.5,1.2,1.5,4,,35,11:30,Sue Poe,2/10/2015,Karen Callaway,1.666666667,2015
A,,2/24/2015,0,,6.5,0.4,0.5,1,,25,11:00,Sue Poe,2/24/2015,Karen Callaway,-3.888888889,2015
B,,2/24/2015,,,,,,,,25,10:55,Sue Poe,2/24/2015,Karen Callaway,-3.888888889,2015
D,,2/24/2015,0,10,6.5,0.1,0.15,0,,25,10:20,Sue Poe,2/24/2015,Karen Callaway,-3.888888889,2015
Bay,,2/24/2015,0,9.2,7,0.2,0.2,3,,25,09:45,Sue Poe,2/24/2015,Karen Callaway,-3.888888889,2015
Bay,01csv,4/21/2015,0,7.1,7,0.3,0.9,20,,65,9:20,Sue Poe,5/8/2015,Amy Keiler,18.33333333,2015
B,01csv,4/21/2015,0,5.3,7.5,,,20,,65,10:15,Sue Poe,5/8/2015,Amy Keiler,18.33333333,2015
A,01csv,4/21/2015,0,4,6.5,0.3,0.4,19,,65,10:45,Sue Poe,5/8/2015,Amy Keiler,18.33333333,2015
Bay,01csv,4/7/2015,0,8.2,7,0.2,0.6,15,,64,9:45,Sue Poe,5/8/2015,Amy Keiler,17.77777778,2015
D,01csv,4/7/2015,0,7.4,6.5,0.9,1.3,16,,64,10:10,Sue Poe,5/8/2015,Amy Keiler,17.77777778,2015
B,01csv,4/7/2015,0,,7,0.3,0.3,17,,65,10:40,Sue Poe,5/8/2015,Amy Keiler,18.33333333,2015
A,01csv,4/7/2015,0,,7,0.3,0.5,18,,65,10:50,Sue Poe,5/8/2015,Amy Keiler,18.33333333,2015
Bay,01csv,3/24/2015,0,,6.5,0.9,1.2,10,,41,11:40,Sue Poe,5/8/2015,Amy Keiler,5,2015
Bay,01csv,3/24/2015,0,10,7,0.3,0.3,9,,40,9:50,Sue Poe,5/8/2015,Amy Keiler,4.444444444,2015
B,01csv,3/24/2015,0,10,7,0.4,0.5,9,,41,11:15,Sue Poe,5/8/2015,Amy Keiler,5,2015
A,01csv,3/24/2015,0,7.8,7,0.3,0.3,10,,41,10:40,Sue Poe,5/8/2015,Amy Keiler,5,2015
D,01csv,4/21/2015,0,,6.5,1,1.5,19,,65,11:15,Sue Poe,5/8/2015,Amy Keiler,18.33333333,2015
Bay,01csv,5/7/2015,0,6.3,7.5,0.3,0.6,20,,65,9:45,Sue Poe,5/8/2015,Amy Keiler,18.33333333,2015
D,01csv,5/7/2015,0,7.7,7,1.1,1.3,20,,65,10:15,Sue Poe,5/8/2015,Amy Keiler,18.33333333,2015
B,01csv,5/7/2015,0,,8,0.1,0.1,21,,66,10:35,Sue Poe,5/8/2015,Amy Keiler,18.88888889,2015
A,01csv,5/7/2015,0,,7.5,0.15,0.15,21,,66,10:45,Sue Poe,5/8/2015,Amy Keiler,18.88888889,2015
Bay,01csv,6/1/2015,0,4.3,7.5,0.4,0.9,25,,74,9:30,sue Poe,6/3/2015,amy keiler,23.33333333,2015
D,01csv,6/1/2015,0,5.8,7,0.2,0.9,27,,75,9:55,Sue Poe,6/3/2015,Amy Keiler,23.88888889,2015
B,01csv,6/1/2015,0,,7.5,0.1,0.1,28,,75,10:30,Sue Poe,6/3/2015,Amy Keiler,23.88888889,2015
A,01csv,6/3/2015,0,,7,0.1,0.1,29,,76,10:40,Sue Poe,6/3/2015,Amy Keiler,24.44444444,2015
Bay,01csv,6/11/2015,0,5,8.5,0.4,0.8,26,,78,9:45,Sue Poe,6/12/2015,Amy Keiler,25.55555556,2015
B,01csv,6/11/2015,0,4,8,0.5,0.5,27,,83,10:18,Sue Poe,6/12/2015,Amy Keiler,28.33333333,2015
A,01csv,6/11/2015,0,5.1,8,0.5,0.6,28,,84,10:50,Sue Poe,6/12/2015,Amy Keiler,28.88888889,2015
D,01csv,6/11/2015,0,,7,0.8,1.1,29,,84,11:25,Sue Poe,6/12/2015,Amy Keiler,28.88888889,2015
d,01csv,7/23/2015,0,,7,0.8,1.2,30.5,,82,10:55,Sue Poe,,,27.77777778,2015
B,01csv,7/23/2015,0,7,7.5,0.3,0.3,31,,82,10:35,Sue Poe,,,27.77777778,2015
A,01csv,7/23/2015,0,6,7.5,0.4,0.4,30,,82,10:10,Sue Poe,,,27.77777778,2015
Bay,01csv,7/23/2015,0,7,9,0.5,0.8,27,,81,9:35,Sue Poe,,,27.22222222,2015
Bay,,9/22/2015,0,4.5,8,0.3,0.3,23,,73,09:30,Susan Poe,1/4/2016,Kayla Braasch,22.77777778,2015
Bay,,9/9/2015,0,2.9,9,0.05,0.05,26,,81,09:38,Susan Poe,1/4/2016,Kayla Braasch,27.22222222,2015
Bay,,10/7/2015,0,5.5,7,0.3,0.5,18,,65,09:45,Susan Poe,1/4/2016,Kayla Braasch,18.33333333,2015
A,,10/7/2015,0,,6,0.5,0.7,20,,67,11:10,Susan Poe,1/4/2016,Kayla Braasch,19.44444444,2015
B,,10/7/2015,0,,7,0.2,0.2,19,,67,10:55,Susan Poe,1/4/2016,Kayla Braasch,19.44444444,2015
D,,10/7/2015,0,6.2,6,0.9,1.2,,,66,10:30,Susan Poe,1/4/2016,Kayla Braasch,18.88888889,2015
A,,10/13/2015,0,6.7,7,0.4,0.4,15,,52,10:35,Susan Poe,1/4/2016,Kayla Braasch,11.11111111,2015
B,,10/13/2015,0,6,7,0.05,0.05,12,,50,10:10,Susan Poe,1/4/2016,Kayla Braasch,10,2015
D,,10/13/2015,0,,6.5,1,1.3,14,,50,10:00,Susan Poe,1/4/2016,Kayla Braasch,10,2015
Bay,,10/13/2015,0,4.9,7,0.4,0.6,12,,50,09:30,Susan Poe,1/4/2016,Kayla Braasch,10,2015
A,,11/3/2015,0,,7,0.4,0.4,18,,66,10:45,Susan Poe,1/4/2016,Kayla Braasch,18.88888889,2015
B,,11/3/2015,0,,7,0.1,0.1,19,,66,10:35,Susan Poe,1/4/2016,Kayla Braasch,18.88888889,2015
D,,11/3/2015,0,6.6,6.5,1.2,1.3,18,,65,10:15,Susan Poe,1/4/2016,Kayla Braasch,18.33333333,2015
Bay,,11/3/2015,0,6.6,7,0.4,0.6,28,,65,09:45,Susan Poe,1/4/2016,Kayla Braasch,18.33333333,2015
Bay,,11/17/2015,0,5.5,7.5,0.25,0.8,13,,55,09:35,Susan Poe,1/4/2016,Kayla Braasch,12.77777778,2015
A,,11/17/2015,0,6.5,6.5,0.5,0.5,15,,56,11:00,Susan Poe,1/4/2016,Kayla Braasch,13.33333333,2015
B,,11/17/2015,0,8,7,0.1,0.1,14,,55,10:35,Susan Poe,1/4/2016,Kayla Braasch,12.77777778,2015
D,,11/17/2015,0,,6.5,0.9,1.5,14,,57,11:25,Susan Poe,1/4/2016,Kayla Braasch,13.88888889,2015
Bay,,,0,,7,0.3,0.5,14,,52,09:20,Susan Poe,,,11.11111111,1899
A,,12/1/2015,0,,7,0.5,0.5,15,,52,10:45,Susan Poe,1/4/2016,Kayla Braasch,11.11111111,2015
B,,12/1/2015,0,,6.5,0.1,0.1,14,,52,10:38,Susan Poe,1/4/2016,Kayla Braasch,11.11111111,2015
D,,12/1/2015,0,7.1,6.5,0.8,1.6,,,52,10:10,Susan Poe,1/4/2016,Kayla Braasch,11.11111111,2015
A,,12/15/2015,0,,7,0.6,0.6,15,,63,10:50,Susan Poe,1/4/2016,Kayla Braasch,17.22222222,2015
B,,12/15/2015,0,,6.5,0.3,0.3,17,,63,10:40,Susan Poe,1/4/2016,Kayla Braasch,17.22222222,2015
D,,12/15/2015,0,6.6,6,0.7,1.8,16,,63,10:00,Susan Poe,1/4/2016,Kayla Braasch,17.22222222,2015
Bay,,12/15/2015,0,7.9,7,0.5,0.8,17,,63,09:20,Susan Poe,1/4/2016,Kayla Braasch,17.22222222,2015
Bay,,12/1/2015,0,,7,0.3,0.5,14,,52,09:20,Susan Poe,1/4/2016,Kayla Braasch,11.11111111,2015
A,,12/30/2015,0,,6,0.7,1.3,17,,60,12:40,Susan Poe,1/11/2016,Kayla Braasch,15.55555556,2015
B,,12/30/2015,0,,6,0.3,0.3,17,,60,12:30,Susan Poe,1/11/2016,Kayla Braasch,15.55555556,2015
D,,12/30/2015,0,6.2,6,0.7,1.4,19,,59,12:00,Susan Poe,1/11/2016,Kayla Braasch,15,2015
Bay,,12/30/2015,0,8.7,7,0.7,0.9,18,,59,11:20,Susan Poe,1/11/2016,Kayla Braasch,15,2015
A,,1/13/2016,0,6.5,6.5,0.5,0.8,7,,39,10:15,Susan Poe,1/15/2016,Kayla Braasch,3.888888889,2016
Bay,,1/13/2016,0,9.1,7,0.5,0.9,5,,39,9:45,Susan Poe,1/15/2016,Kayla Braasch,3.888888889,2016
D,,1/13/2016,0,,6.5,0.7,1.9,6,,40,11:30,Susan Poe,1/15/2016,Kayla Braasch,4.444444444,2016
B,,1/13/2016,0,6.6,6.5,0.3,0.3,5,,40,11:00,Susan Poe,1/15/2016,Kayla Braasch,4.444444444,2016
A,,2/11/2016,0,,6,0.4,1,5,,27,10:50,Susan Poe,2/29/2016,Kayla Braasch,-2.777777778,2016
B,,2/11/2016,0,,6,0.6,0.6,2,,27,10:35,Susan Poe,2/29/2016,Kayla Braasch,-2.777777778,2016
D,,2/11/2016,0,10,5.5,0.6,1.3,3,,27,10:00,Susan Poe,2/29/2016,Kayla Braasch,-2.777777778,2016
Bay,,2/11/2016,0,9.5,7,0.1,0.2,5,,27,9:15,Susan Poe,2/29/2016,Kayla Braasch,-2.777777778,2016
Bay,,2/23/2016,0,9,7,0.4,0.6,11,,48,9:30,Susan Poe,2/29/2016,Kayla Braasch,8.888888889,2016
B,,2/23/2016,0,8,,0.4,0.4,11,,48,10:15,Susan Poe,2/29/2016,Kayla Braasch,8.888888889,2016
A,,2/23/2016,0,7.5,6.5,0.5,1,11,,48,10:45,Susan Poe,2/29/2016,Kayla Braasch,8.888888889,2016
D,,2/23/2016,0,,6.5,0.8,1.8,10,,48,11:15,Susan Poe,2/29/2016,Kayla Braasch,8.888888889,2016
Bay,,3/8/2016,0,9.5,7,0.3,0.7,11,,60,9:35,Susan Poe,3/28/2016,Kayla Braasch,15.55555556,2016
D,,3/8/2016,0,9.5,6.5,0.9,1.8,12,,60,10:10,Susan Poe,3/28/2016,Kayla Braasch,15.55555556,2016
B,,3/8/2016,0,,7,0.7,0.7,12,,62,10:45,Susan Poe,3/28/2016,Kayla Braasch,16.66666667,2016
A,,3/8/2016,0,,7,0.3,1,12,,62,11:00,Susan Poe,3/28/2016,Kayla Braasch,16.66666667,2016
A,,3/22/2016,0,7.1,6.5,0.6,0.6,11,,48,10:30,Susan Poe,3/28/2016,Kayla Braasch,8.888888889,2016
B,,3/22/2016,0,6.5,7,0.3,0.3,11,,50,11:00,Susan Poe,3/22/2016,Kayla Braasch,10,2016
D,,3/22/2016,0,,6.5,0.8,1.8,12,,50,11:30,Susan Poe,3/22/2016,Kayla Braasch,10,2016
Bay,,3/22/2016,0,7.1,7,0.4,0.4,10,,48,9:30,Susan Poe,3/28/2016,Kayla Braasch,8.888888889,2016
A,,4/14/2016,0,,6.5,0.5,0.6,15,,48,11:00,Susan Poe,4/19/2016,Kayla Braasch,8.888888889,2016
B,,4/14/2016,0,,8,0.2,0.2,14,,48,10:45,Susan Poe,4/19/2016,Kayla Braasch,8.888888889,2016
D,,4/14/2016,0,6,6.5,0.9,1.3,14,,48,10:20,Sue Poe,4/19/2016,Kayla Braasch,8.888888889,2016
Bay,,4/14/2016,0,7.9,7,0.3,0.3,13,,48,9:30,Sue Poe,4/19/2016,Kayla Braasch,8.888888889,2016
Bay,,5/3/2016,0,4.5,7,0.4,0.9,21,,65,9:40,Sue Poe,5/6/2016,Kayla Braasch,18.33333333,2016
A,,5/3/2016,0,,7,0.4,0.9,22,,66,10:50,Sue Poe,5/6/2016,Kayla Braasch,18.88888889,2016
